"MouseID","DYRK1A_N","ITSN1_N","BDNF_N","NR1_N","NR2A_N","pAKT_N","pBRAF_N","pCAMKII_N","pCREB_N","pELK_N","pERK_N","pJNK_N","PKCA_N","pMEK_N","pNR1_N","pNR2A_N","pNR2B_N","pPKCAB_N","pRSK_N","AKT_N","BRAF_N","CAMKII_N","CREB_N","ELK_N","ERK_N","GSK3B_N","JNK_N","MEK_N","TRKA_N","RSK_N","APP_N","Bcatenin_N","SOD1_N","MTOR_N","P38_N","pMTOR_N","DSCR1_N","AMPKA_N","NR2B_N","pNUMB_N","RAPTOR_N","TIAM1_N","pP70S6_N","NUMB_N","P70S6_N","pGSK3B_N","pPKCG_N","CDK5_N","S6_N","ADARB1_N","AcetylH3K9_N","RRP1_N","BAX_N","ARC_N","ERBB4_N","nNOS_N","Tau_N","GFAP_N","GluR3_N","GluR4_N","IL1B_N","P3525_N","pCASP9_N","PSD95_N","SNCA_N","Ubiquitin_N","pGSK3B_Tyr216_N","SHH_N","BAD_N","BCL2_N","pS6_N","pCFOS_N","SYP_N","H3AcK18_N","EGR1_N","H3MeK4_N","CaNA_N","Genotype","Treatment","Behavior"
"309_11","0.366511251","0.513277924","0.327792418","2.072572471","3.66105818","0.229474965","0.193796878","1.724508413","0.185282789","1.31867018","0.461179809","0.290289884","0.3794851","0.271234543","0.765659842","0.449422258","1.297993108","1.756132171","0.509831745","0.547536996","0.346036894","0.362659639","0.196229475","0.891952159","2.171903507","1.231096696","0.266166633","0.262720454","0.635313197","0.169673627","0.418812082","1.957834989","0.34684776","0.428137036","0.352118386","0.693087371","0.54672613","0.343807014","0.524021893","0.341374417","0.323535374","0.406649098","0.513277924","0.144505369","0.662097327","0.173292209","1.902901531","0.298377884","0.275416952","0.899017592","0.144391135","0.169979438","0.183801691","0.094356865","0.128169979","0.149988577","0.125999543","0.119716701","0.235549463","0.134110121","0.429403701","0.250628284","1.326707791","1.861549006","0.126799178","0.940370117","0.842472013","0.190769934","0.168037469","","0.094356865","0.131254284","0.385423806","0.151816313","0.184601325","0.193054604","1.613548092","Control","Memantine","C/S"
"309_12","0.364153907","0.499411072","0.355123675","2.006870828","3.466627405","0.216332941","0.204358068","1.672555948","0.190223793","1.166077739","0.447192776","0.27718885","0.361405575","0.26442874","0.743031017","0.443855516","1.250098155","1.690812721","0.492343934","0.549862583","0.323125245","0.344719278","0.197879859","0.862583431","2.108755399","1.20691009","0.243423636","0.281311347","0.615822536","0.160581076","0.368080094","1.887711033","0.333922261","0.408912446","0.33451119","0.666274048","0.529053789","0.326266196","0.505300353","0.330977621","0.319199058","0.384766392","0.501570475","0.142299503","0.675065058","0.180151408","2.001656021","0.306837","0.287319612","0.967707594","0.159451147","0.15554767","0.17411876","0.098414952","0.135557133","0.160752307","0.127986752","0.115448308","0.236337828","0.141116631","0.455050863","0.249704282","1.30305181","1.913532056","0.124201561","0.911521173","0.836172226","0.194819021","0.166311805","","0.098414952","0.125266146","0.442394133","0.149988171","0.191861841","0.195528744","1.722971374","Control","Memantine","C/S"
"309_13","0.364873351","0.482101737","0.312539251","1.946200544","3.349591794","0.230898053","0.188821436","1.508687461","0.171027842","1.353359849","0.471844254","0.272137325","0.340590329","0.256018422","0.723047938","0.417416789","1.226711325","1.737701486","0.461168097","0.494871258","0.384969646","0.339543647","0.199288256","0.869583421","1.925685577","1.149047519","0.273812016","0.256018422","0.612727653","0.16474775","0.366338706","1.749214988","0.322378062","0.426418254","0.37366548","0.690391459","0.528155746","0.353150513","0.520619636","0.32593678","0.332426209","0.466610844","0.464098807","0.12679558","0.589502762","0.167403315","1.904005525","0.279696133","0.244889503","0.944060773","0.137845304","0.176381215","0.175276243","0.097651934","0.123756906","0.15","0.117403315","0.126657459","0.223480663","0.14198895","0.395441989","0.277624309","1.251933702","1.760635359","0.160773481","0.997237569","0.80980663","0.203314917","0.200276243","","0.097651934","0.126933702","0.440331492","0.168370166","0.236878453","0.214088398","1.426933702","Control","Memantine","C/S"
"309_14","0.381910612","0.485914001","0.31095107","1.958907011","3.349290405","0.225799619","0.188519381","1.50900233","0.179834781","1.219656852","0.463249312","0.284261809","0.36030502","0.262868036","0.755348443","0.41897903","1.197203982","1.686083457","0.485066723","0.524465156","0.343359458","0.347172209","0.214573184","0.814022453","1.956576996","1.137894514","0.239779708","0.25672527","0.579114594","0.164371955","0.367295065","1.770599449","0.339970345","0.427028172","0.370684177","0.68904893","0.524041517","0.337216691","0.4956577","0.329379369","0.321965685","0.403728024","0.462825673","0.134298973","0.611165799","0.170862045","1.972577697","0.283785684","0.254957109","0.929545774","0.136408381","0.172971453","0.174377725","0.094642104","0.142314724","0.154408663","0.117283083","0.123892561","0.24483195","0.136127127","0.415412741","0.252003938","1.288707636","1.792434257","0.131345802","0.980874701","0.832794262","0.190127971","0.196034313","","0.094642104","0.125017578","0.422162846","0.178737168","0.215581493","0.22528477","1.500070314","Control","Memantine","C/S"
"309_15","0.37440953","0.46231259","0.344629287","1.861162456","3.287122612","0.22181146","0.185459026","1.444239063","0.176422263","1.123023208","0.426987061","0.266173752","0.325734237","0.279523516","0.695830766","0.410556582","1.158143356","1.655781475","0.465393305","0.510166359","0.351817622","0.359416718","0.18402136","0.789484494","1.885192031","1.125898542","0.230642842","0.242349558","0.557403984","0.158348737","0.356541384","1.710002054","0.326966523","0.387348532","0.358595194","0.657013761","0.519203122","0.323475046","0.476278497","0.30971452","0.336414048","0.369069624","0.458410351","0.12277937","0.626361032","0.161031519","1.959455587","0.285816619","0.269770774","0.903581662","0.14269341","0.163180516","0.173352436","0.099140401","0.130372493","0.151862464","0.119054441","0.118481375","0.237249284","0.136962751","0.434527221","0.249283668","1.251289398","1.764756447","0.125501433","0.942406877","0.806160458","0.193839542","0.183954155","","0.099140401","0.125787966","0.446561605","0.160601719","0.227936963","0.224212034","1.613896848","Control","Memantine","C/S"
"311_1","0.743117916","0.862652731","0.377741793","2.735757397","6.067569557","0.219049021","0.185337848","2.277491535","0.19446489","2.379508317","1.081554541","0.355365818","0.383630208","0.29942588","0.956131312","0.790961284","1.897836008","1.711026056","0.387163256","0.856469895","0.537612248","0.386132784","0.175621964","1.491240983","4.112615928","1.463712645","0.272044752","0.28764905","0.790078021","0.168555866","0.421610481","2.620197262","0.387163256","0.517297218","0.373767113","0.872368615","0.796702488","0.540850876","0.651258649","0.523332843","0.407478286","0.54659208","0.225084646","0.201228184","0.908532644","0.191338074","0.94272786","0.28539108","0.294117647","1.347123465","0.115901745","0.226244344","0.192243051","0.138655462","0.129411765","0.157918552","0.182546865","0.13697479","0.233548804","0.132579186","0.355074337","0.233484163","1.127407886","1.68332256","0.137879767","1.177892696","0.67498384","0.178474467","0.13852618","0.178603749","0.138655462","","0.440142211","0.129605688","0.165287654","0.163994829","1.297220427","Control","Memantine","C/S"
"311_2","0.711479945","0.807053942","0.351590595","2.546887967","5.595573997","0.199170124","0.165975104","2.118810512","0.174688797","2.050484094","1.07593361","0.331950207","0.346196404","0.250207469","0.894467497","0.727524205","1.753803596","1.525172891","0.367496542","0.810511757","0.555325035","0.357399723","0.163070539","1.348547718","3.69253112","1.393914246","0.246473029","0.259197787","0.741355463","0.158644537","0.389626556","2.422959889","0.362102351","0.480359613","0.361410788","0.818118949","0.66417704","0.478838174","0.598340249","0.474965422","0.36473029","0.482710927","0.216459198","0.187840532","0.893488372","0.193156146","0.963388704","0.278737542","0.380730897","1.150631229","0.106644518","0.212956811","0.191827243","0.111362126","0.134219269","0.148637874","0.184186047","0.136345515","0.233820598","0.129568106","0.373621262","0.235149502","1.137009967","1.693820598","0.128837209","1.115681063","0.684252492","0.176079734","0.132093023","0.14358804","0.111362126","","0.454352159","0.117009967","0.162857143","0.15820598","1.363189369","Control","Memantine","C/S"
"311_3","0.704633205","0.802537231","0.350110314","2.467733039","5.548400441","0.20532267","0.165057915","2.10728075","0.171400993","1.938913403","1.065637066","0.326668505","0.342112521","0.243243243","0.894373966","0.742553778","1.757170436","1.521097628","0.388306674","0.812327634","0.528130171","0.362520684","0.165609487","1.345421953","3.684914506","1.378240485","0.24310535","0.275096525","0.739520132","0.15471594","0.393546608","2.415471594","0.35314396","0.491174848","0.348731384","0.831081081","0.611141754","0.457391065","0.582322118","0.457253172","0.35452289","0.464423607","0.193188086","0.183455185","0.885729759","0.196723531","0.975494178","0.281004603","0.400961278","1.176617926","0.098361766","0.183861359","0.186704576","0.112036285","0.139859193","0.152382887","0.185824533","0.133563499","0.230232873","0.129637151","0.388302193","0.237544002","1.14798267","1.791835906","0.13633902","1.044476036","0.713850528","0.174248578","0.131126455","0.132886542","0.112036285","","0.45450853","0.111088546","0.157730842","0.15854319","1.404481451","Control","Memantine","C/S"
"311_4","0.677359194","0.770234987","0.356396867","2.563222678","4.975195822","0.228086535","0.186497576","2.259045132","0.190973517","2.167847818","0.977620291","0.358261843","0.3769116","0.264826557","0.895188363","0.730511003","1.711115256","1.654792988","0.406564715","0.784222305","0.520701231","0.403767251","0.18537859","1.289444237","3.514546811","1.3461395","0.274897426","0.283289817","0.726594554","0.171391272","0.416822081","2.328422231","0.398358821","0.520887728","0.404513241","0.876725103","0.774337934","0.503543454","0.630175308","0.497762029","0.4000373","0.538791496","0.232935472","0.205355662","0.890399602","0.189935334","0.9568065","0.291245233","0.283037639","1.188028519","0.117476372","0.22989554","0.188028519","0.111507213","0.13753938","0.151052893","0.181976455","0.130658266","0.22641353","0.118719947","0.36345548","0.229646825","1.148731554","1.6362129","0.149975129","1.09053225","0.67924059","0.195655778","0.157685293","0.18239098","0.111507213","","0.458547505","0.156690433","0.180152545","0.195738683","1.170038136","Control","Memantine","C/S"
"311_5","0.591572123","0.678768233","0.312479741","2.164181524","4.313938412","0.195786062","0.161102107","1.975688817","0.16191248","1.768719611","0.838573744","0.306320908","0.323824959","0.230145867","0.768557536","0.613614263","1.469692058","1.333063209","0.388006483","0.672447326","0.487682334","0.338897893","0.158184765","1.070340357","2.944894652","1.179578606","0.229659643","0.239222042","0.634035656","0.150567261","0.364343598","2.00713128","0.327066451","0.44165316","0.349918963","0.764829822","0.605024311","0.409562399","0.544570502","0.4273906","0.337439222","0.435008104","0.204862237","0.168971587","0.85944179","0.193864722","0.97837566","0.280445897","0.353029922","1.092615875","0.100159249","0.205263599","0.182549661","0.100578325","0.12672869","0.160841505","0.178610343","0.14231833","0.236191434","0.126812505","0.364428799","0.22864806","1.102087","1.65702791","0.144162266","1.020870003","0.685692733","0.188165284","0.169139217","0.16377504","0.100578325","","0.42502724","0.126896321","0.17299472","0.16997737","1.272986338","Control","Memantine","C/S"
"311_6","0.618517229","0.716672468","0.319700661","2.285938044","4.571179951","0.206926558","0.171597633","2.127044901","0.174556213","1.767316394","0.871388792","0.324399582","0.337278107","0.248868778","0.831360947","0.667942917","1.563696485","1.403411069","0.403237034","0.717020536","0.504524887","0.378698225","0.173512008","1.123564219","3.127567003","1.251827358","0.234075879","0.255482074","0.686042464","0.156978768","0.382004873","2.112077967","0.36407936","0.482944657","0.37086669","0.831534981","0.617298991","0.416637661","0.57239819","0.432822833","0.342151062","0.449356074","0.213713888","0.166736595","0.857766216","0.186120668","1.000503482","0.261139549","0.362339515","1.113535286","0.089955526","0.188805908","0.182092809","0.110682219","0.133506755","0.147184694","0.195435093","0.131408912","0.224888814","0.123269279","0.386842326","0.227993623","1.102290845","1.652261475","0.132835445","1.047243434","0.702525803","0.179575396","0.14349249","0.143072921","0.110682219","","0.439456239","0.117059663","0.17135185","0.159939582","1.279936226","Control","Memantine","C/S"
"311_7","0.702608291","0.69958081","0.387750349","2.437587331","4.449231486","0.258500233","0.197019096","2.091057289","0.182114578","2.171401956","0.886353051","0.343269679","0.388448999","0.321145785","0.900791803","0.692594318","1.655798789","1.671169073","0.421052632","0.772706102","0.492081975","0.397997205","0.197019096","1.136003726","3.235211924","1.267582673","0.274336283","0.266884024","0.684909176","0.187936656","0.424778761","2.078947368","0.4035864","0.556823475","0.435491383","0.909874243","0.828598044","0.505356311","0.654867257","0.505822077","0.433628319","0.55193293","0.281089893","0.1732848","0.804103243","0.19159497","0.954555482","0.283256122","0.243437017","1.105559232","0.113059784","0.223472314","0.193470108","0.104897419","0.135120229","0.143613501","0.167218178","0.130266931","0.200419148","0.107875579","0.367196117","0.237480697","1.116589455","1.562761968","0.153540702","1.178138098","0.679020516","0.194352526","0.167879991","0.202294286","0.104897419","","0.407346128","0.14802559","0.215089345","0.239907346","1.178248401","Control","Memantine","C/S"
"311_8","0.598868778","0.690271493","0.349773756","2.308371041","4.229411765","0.221493213","0.187104072","2.045475113","0.176696833","1.922171946","0.850452489","0.34638009","0.369457014","0.27918552","0.85","0.654751131","1.580316742","1.516289593","0.417647059","0.743438914","0.473076923","0.37760181","0.184162896","1.112217195","3.119004525","1.261312217","0.263348416","0.264253394","0.669230769","0.181900452","0.411085973","2.043438914","0.381447964","0.530769231","0.4260181","0.883936652","0.720135747","0.446832579","0.616968326","0.484162896","0.413800905","0.554298643","0.25520362","0.159954879","0.768527919","0.190073322","0.963338973","0.282910321","0.323068246","0.988832487","0.096559504","0.213987592","0.181725888","0.112351946","0.147772138","0.150592217","0.159052453","0.14393683","0.215454033","0.110434292","0.349125776","0.236999436","1.062380147","1.611957135","0.150592217","1.118668923","0.691483362","0.192329385","0.167399887","0.178341794","0.112351946","","0.471517202","0.147208122","0.234179357","0.197067118","1.219966159","Control","Memantine","C/S"
"311_9","0.561866554","0.641891892","0.308488176","2.157728041","4.020692568","0.216427365","0.173775338","1.940878378","0.168074324","1.728040541","0.822212838","0.317356419","0.327702703","0.236908784","0.794552365","0.615498311","1.475717905","1.347339527","0.404349662","0.685388514","0.39379223","0.353885135","0.166173986","1.020481419","2.804265203","1.17504223","0.226351351","0.244721284","0.620777027","0.16722973","0.378378378","1.910261824","0.357896959","0.505489865","0.383445946","0.836993243","0.633657095","0.406461149","0.567778716","0.421030405","0.349873311","0.448902027","0.228673986","0.15247678","0.717713401","0.18697479","0.937748784","0.280296329","0.312030075","0.982529854","0.086023883","0.186532508","0.166850951","0.1036046","0.121295887","0.145400265","0.153803627","0.129478107","0.216718266","0.118863335","0.366430783","0.231203008","1.060039805","1.582706767","0.142525431","0.979544449","0.683989385","0.181888545","0.155462185","0.160437859","0.1036046","","0.444272446","0.134453782","0.189849624","0.183547103","1.246130031","Control","Memantine","C/S"
"311_10","0.55097021","0.561355562","0.320852692","2.19786827","3.558895873","0.237769882","0.194588685","1.783820716","0.178190763","1.831374693","0.711943154","0.334244329","0.356654824","0.269199235","0.822629134","0.614648811","1.424706204","1.393823449","0.394643345","0.660836294","0.469527193","0.375512435","0.192948893","0.953812517","2.594698005","1.094014758","0.26591965","0.258540585","0.607816343","0.179557256","0.376878929","1.766329598","0.399836021","0.573927303","0.478272752","0.891773709","0.838480459","0.494124078","0.613555616","0.491117792","0.441104127","0.547144028","0.318939601","0.165345723","0.787100301","0.190762503","0.98305548","0.269062585","0.251571468","1.017627767","0.121754578","0.249931675","0.169171905","0.10426346","0.132959825","0.144438371","0.164252528","0.099754031","0.193222192","0.102896966","0.400792566","0.245285597","1.045777535","1.574883848","0.16602897","1.154413774","0.677234217","0.218912271","0.19363214","0.198961465","0.10426346","","0.430308828","0.170811697","0.228614376","0.233123804","1.077480186","Control","Memantine","C/S"
"311_11","0.538412899","0.701865318","0.384445147","2.482137212","4.109705975","0.288017705","0.223205817","2.082832754","0.202023396","1.96522289","0.839076826","0.402782169","0.416376857","0.346506481","0.934555801","0.699019918","1.640847297","1.531773633","0.472020234","0.742333228","0.498261144","0.426177679","0.241226684","1.091368954","2.87006007","1.314890926","0.296553905","0.306670882","0.69459374","0.21877964","0.46095479","2.034144799","0.447992412","0.651596586","0.559595321","1.035093266","0.859943092","0.550742966","0.734429339","0.562440721","0.5042681","0.596901676","0.39203288","0.15010917","0.746724891","0.193504367","0.929039301","0.260917031","0.29121179","0.895469432","0.095387555","0.198826419","0.165938865","0.097980349","0.125545852","0.147379913","0.155977074","0.133324236","0.19268559","0.105758734","0.413891921","0.255049127","1.031386463","1.554312227","0.165393013","1.068367904","0.657068777","0.177128821","0.222434498","0.170032751","0.097980349","","0.40625","0.167849345","0.216975983","0.206741266","1.144377729","Control","Memantine","C/S"
"311_12","0.521126761","0.583045442","0.304278501","2.053414829","3.381344672","0.251660909","0.189476482","1.800956683","0.178049429","1.51767207","0.733988839","0.317565772","0.327664098","0.292319957","0.774647887","0.588094605","1.352112676","1.216848259","0.404996014","0.609619984","0.445920808","0.365399947","0.193994154","0.910975286","2.401541323","1.117193728","0.243954292","0.247408982","0.592080787","0.183630082","0.395163433","1.705022588","0.386925326","0.552218974","0.458942333","0.854371512","0.672601648","0.439808663","0.592612277","0.450969971","0.410045177","0.478341749","0.30029232","0.152730856","0.740990991","0.192989865","0.958333333","0.251126126","0.313907658","0.926238739","0.086148649","0.191722973","0.154279279","0.110078829","0.132460586","0.149774775","0.161317568","0.137528153","0.204673423","0.104448198","0.406109234","0.244650901","1.045326577","1.584881757","0.157657658","1.027167793","0.688344595","0.181869369","0.179757883","0.168637387","0.110078829","","0.389358108","0.148226351","0.269003378","0.243806306","1.238457207","Control","Memantine","C/S"
